channel,ip_address,session_id,user_id,event,user_group,current_time,query,product_id,product,quantity
Referral,132.252.158.0,6086970dd733dffd86485614dd69e4f135608765c7f00e244a1f3113458c493c,14076,Search,grp-014,1677615738431,Random Query,,Mobile Phone,
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,AddToCart,grp-002,1677613776432,Random Query,586750,Mobile Phone,1
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,Search,grp-002,1677613785432,Random Query,,Mobile Phone,
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,Search,grp-002,1677613793432,Random Query,,Mobile Phone,
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,Search,grp-002,1677613862432,Random Query,,Mobile Phone,
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,Search,grp-002,1677614098432,Random Query,,Mobile Phone,
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,Search,grp-002,1677614353432,Random Query,,Mobile Phone,
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,Search,grp-002,1677614509432,Random Query,,Mobile Phone,
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,Search,grp-002,1677614635432,Random Query,,Mobile Phone,
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,AddToCart,grp-002,1677614747432,Random Query,453649,Mobile Phone,1
Direct,247.53.174.177,17609ff9d66992888be41db993bdb4cb3ba097df8d1e564a86d5914b052f7a44,2387,Search,grp-002,1677615161432,Random Query,,Mobile Phone,
Other,7.84.254.187,24e3731565a374fbdbeb93b5dec87695251afce6126601706b0d0f2654e153b5,187302,Search,grp-187,1677613775433,Random Query,,Mobile Phone,
Other,7.84.254.187,24e3731565a374fbdbeb93b5dec87695251afce6126601706b0d0f2654e153b5,187302,Search,grp-187,1677613815433,Random Query,,Mobile Phone,
Other,7.84.254.187,24e3731565a374fbdbeb93b5dec87695251afce6126601706b0d0f2654e153b5,187302,Search,grp-187,1677613891433,Random Query,,Mobile Phone,
Organic search,123.73.135.147,d057d2c80d2856a82f5493fdcbd2a187640b86910e32a62ac977fe10cbec90d6,533160,Search,grp-021,1677613767433,Random Query,,Mobile Phone,
Organic search,123.73.135.147,d057d2c80d2856a82f5493fdcbd2a187640b86910e32a62ac977fe10cbec90d6,533160,Search,grp-021,1677613821433,Random Query,,Mobile Phone,
Organic search,123.73.135.147,d057d2c80d2856a82f5493fdcbd2a187640b86910e32a62ac977fe10cbec90d6,533160,Search,grp-021,1677613899433,Random Query,,Mobile Phone,
Organic search,123.73.135.147,d057d2c80d2856a82f5493fdcbd2a187640b86910e32a62ac977fe10cbec90d6,533160,Search,grp-021,1677613947433,Random Query,,Mobile Phone,
Organic search,123.73.135.147,d057d2c80d2856a82f5493fdcbd2a187640b86910e32a62ac977fe10cbec90d6,533160,Search,grp-021,1677614039433,Random Query,,Mobile Phone,
Organic search,209.20.248.182,07dffa2f54ad4e0544588e9ed614ba72ec95c596a06604b01169702cc7f6967e,572630,AddToCart,grp-060,1677613737433,Random Query,902288,Mobile Phone,1
Organic search,209.20.248.182,07dffa2f54ad4e0544588e9ed614ba72ec95c596a06604b01169702cc7f6967e,572630,Search,grp-060,1677613747433,Random Query,,Mobile Phone,
Organic search,209.20.248.182,07dffa2f54ad4e0544588e9ed614ba72ec95c596a06604b01169702cc7f6967e,572630,Search,grp-060,1677613757434,Random Query,,Mobile Phone,
Organic search,209.20.248.182,07dffa2f54ad4e0544588e9ed614ba72ec95c596a06604b01169702cc7f6967e,572630,AddToCart,grp-060,1677613904434,Random Query,959332,Mobile Phone,1
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677613749434,Random Query,,Mobile Phone,
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677613804434,Random Query,,Mobile Phone,
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677613836434,Random Query,,Mobile Phone,
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677613884434,Random Query,,Mobile Phone,
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677614080434,Random Query,,Mobile Phone,
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677614085434,Random Query,,Mobile Phone,
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677614253434,Random Query,,Mobile Phone,
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677614645434,Random Query,,Mobile Phone,
Organic search,84.237.232.120,98b0606f4c44e1a53371ee3cd5dff4f7828f3de95a2b06c4063f8a4789ccf95d,174953,Search,grp-174,1677614973434,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677613759435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677613803435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677613909435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677613972435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677614196435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677614281435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,AddToCart,grp-093,1677614593435,Random Query,95701,Mobile Phone,1
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,AddToCart,grp-093,1677614859435,Random Query,181865,Mobile Phone,1
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677615307435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,IncreaseQuantity,grp-093,1677615730435,Random Query,803464,Mobile Phone,2
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,IncreaseQuantity,grp-093,1677616050435,Random Query,950626,Mobile Phone,5
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677616248435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677616932435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677616997435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677617417435,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,IncreaseQuantity,grp-093,1677617462436,Random Query,745883,Mobile Phone,6
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677618422436,Random Query,,Mobile Phone,
Organic search,210.229.38.137,5c22d732f7efbcb5d6b1ac77f20630bee3013166a6d457bad169d6bdc2a041c2,605309,Search,grp-093,1677619374436,Random Query,,Mobile Phone,
Referral,49.224.159.158,b49939b4b9ce13667f3819c9e2489b8a293a67aec49db5a1a2bea362703c0776,474547,Search,grp-218,1677613728436,Random Query,,Mobile Phone,
Referral,49.224.159.158,b49939b4b9ce13667f3819c9e2489b8a293a67aec49db5a1a2bea362703c0776,474547,Search,grp-218,1677613759436,Random Query,,Mobile Phone,
Referral,49.224.159.158,b49939b4b9ce13667f3819c9e2489b8a293a67aec49db5a1a2bea362703c0776,474547,Search,grp-218,1677613809436,Random Query,,Mobile Phone,
Referral,49.224.159.158,b49939b4b9ce13667f3819c9e2489b8a293a67aec49db5a1a2bea362703c0776,474547,Search,grp-218,1677613821436,Random Query,,Mobile Phone,
Referral,49.224.159.158,b49939b4b9ce13667f3819c9e2489b8a293a67aec49db5a1a2bea362703c0776,474547,Search,grp-218,1677613841436,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677613734437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677613782437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,AddToCart,grp-025,1677613866437,Random Query,238047,Mobile Phone,1
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677614019437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677614051437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677614271437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,AddToCart,grp-025,1677614463437,Random Query,599096,Mobile Phone,1
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677614743437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677614815437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677615337437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677615487437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677615553437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677615721437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,AddToCart,grp-025,1677616072437,Random Query,933818,Mobile Phone,1
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677616310437,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,IncreaseQuantity,grp-025,1677616400438,Random Query,438275,Mobile Phone,3
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677616528438,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677617089438,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677617647438,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677618255438,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677619275438,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677619989438,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,Search,grp-025,1677620165438,Random Query,,Mobile Phone,
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,IncreaseQuantity,grp-025,1677620211438,Random Query,912942,Mobile Phone,4
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,IncreaseQuantity,grp-025,1677620931438,Random Query,949286,Mobile Phone,7
Other,24.24.46.88,b3744099fda5aac2f118d016a0ece37ece503c986d10f1d291d1be395ca10b8e,600219,IncreaseQuantity,grp-088,1677613768439,Random Query,820498,Mobile Phone,1
Other,24.24.46.88,b3744099fda5aac2f118d016a0ece37ece503c986d10f1d291d1be395ca10b8e,600219,Search,grp-088,1677613782439,Random Query,,Mobile Phone,
Other,24.24.46.88,b3744099fda5aac2f118d016a0ece37ece503c986d10f1d291d1be395ca10b8e,600219,Search,grp-088,1677613862439,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677613765439,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677613798439,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677613894439,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677614062439,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677614158439,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677614388439,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677614556440,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677614724440,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677614868440,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677615219440,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677615719440,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677616313440,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677616625440,Random Query,,Mobile Phone,
Organic search,57.134.103.103,50a5e8bb8682758293fa941b2461857d4973742ff2ab249cbf589e0993bc3321,575427,Search,grp-063,1677616703440,Random Query,,Mobile Phone,
Organic search,131.187.237.250,5885766a70c2e472af6e7f981758432c5893574f452d24cbabf41951757a370f,789535,Search,grp-021,1677613744440,Random Query,,Mobile Phone,
Organic search,131.187.237.250,5885766a70c2e472af6e7f981758432c5893574f452d24cbabf41951757a370f,789535,Search,grp-021,1677613783441,Random Query,,Mobile Phone,
Organic search,131.187.237.250,5885766a70c2e472af6e7f981758432c5893574f452d24cbabf41951757a370f,789535,Search,grp-021,1677613801441,Random Query,,Mobile Phone,
Organic search,131.187.237.250,5885766a70c2e472af6e7f981758432c5893574f452d24cbabf41951757a370f,789535,IncreaseQuantity,grp-021,1677613963441,Random Query,409223,Mobile Phone,1
Organic search,131.187.237.250,5885766a70c2e472af6e7f981758432c5893574f452d24cbabf41951757a370f,789535,Search,grp-021,1677614175441,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677613761441,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677613781441,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677613857441,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677614022441,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677614142441,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677614292441,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677614304441,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677614717442,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,AddToCart,grp-147,1677615157442,Random Query,187963,Mobile Phone,1
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677615265442,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,IncreaseQuantity,grp-147,1677615805442,Random Query,207570,Mobile Phone,2
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,IncreaseQuantity,grp-147,1677615871442,Random Query,39751,Mobile Phone,3
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677616531442,Random Query,,Mobile Phone,
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,Search,grp-147,1677616804442,Random Query,,Mobile Phone,
Referral,229.170.207.196,b666eb0e76b4b7972aa26a937403be46a61ccecb5bb582237541becdbffd5859,799428,Search,grp-031,1677613733442,Random Query,,Mobile Phone,
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,Search,grp-111,1677613766442,Random Query,,Mobile Phone,
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,Search,grp-111,1677613824442,Random Query,,Mobile Phone,
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,AddToCart,grp-111,1677613908442,Random Query,99204,Mobile Phone,1
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,Search,grp-111,1677613971443,Random Query,,Mobile Phone,
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,Search,grp-111,1677614175443,Random Query,,Mobile Phone,
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,Search,grp-111,1677614290443,Random Query,,Mobile Phone,
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,AddToCart,grp-111,1677614446443,Random Query,892402,Mobile Phone,1
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,Search,grp-111,1677614474443,Random Query,,Mobile Phone,
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,Search,grp-111,1677614834443,Random Query,,Mobile Phone,
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,Search,grp-111,1677615329443,Random Query,,Mobile Phone,
