channel,ip_address,session_id,user_id,event,user_group,current_time,query,product_id,product,quantity
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,IncreaseQuantity,grp-025,1696831838109,Random Query,912942,Mobile Phone,4
Direct,202.56.79.198,c6423425bbbb8d61b936472391c20c33eebb29b2b542c52649f82040c28a5806,25750,IncreaseQuantity,grp-025,1696831838110,Random Query,949286,Mobile Phone,7
Other,24.24.46.88,b3744099fda5aac2f118d016a0ece37ece503c986d10f1d291d1be395ca10b8e,600219,IncreaseQuantity,grp-088,1696831838111,Random Query,820498,Mobile Phone,1
Organic search,131.187.237.250,5885766a70c2e472af6e7f981758432c5893574f452d24cbabf41951757a370f,789535,IncreaseQuantity,grp-021,1696831838131,Random Query,409223,Mobile Phone,1
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,AddToCart,grp-147,1696831838141,Random Query,187963,Mobile Phone,1
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,IncreaseQuantity,grp-147,1696831838143,Random Query,207570,Mobile Phone,2
Organic search,73.102.88.79,dea636755aa53c15c2fc72fad88a6b3e19a4c1f478d0966557bce46bc46af957,147731,IncreaseQuantity,grp-147,1696831838144,Random Query,39751,Mobile Phone,3
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,AddToCart,grp-111,1696831838150,Random Query,99204,Mobile Phone,1
Direct,126.93.215.20,5cd7ca0d282a88ef52d008830481bc6c21e7ca7b42fe3721c99935d57196eea6,623907,AddToCart,grp-111,1696831838154,Random Query,892402,Mobile Phone,1
Other,104.49.106.184,e32a14740cc7e6c293de6f01a1cb24f85002452295f2ec56b897579382cadfbc,117834,AddToCart,grp-117,1696831838165,Random Query,634433,Mobile Phone,1
Referral,62.223.113.227,cfe4d7685a86e06c96f2a3a3a46aa8d1768dbe16ab121eea3cc5cfea2d98b435,64436,IncreaseQuantity,grp-064,1696831838168,Random Query,826070,Mobile Phone,1
Referral,62.223.113.227,cfe4d7685a86e06c96f2a3a3a46aa8d1768dbe16ab121eea3cc5cfea2d98b435,64436,IncreaseQuantity,grp-064,1696831838180,Random Query,918856,Mobile Phone,2
Social media,124.190.125.200,41695bc02ae28612748f54b05278e90f9f0ec34b652b80b856e4db50f11a69bc,925439,AddToCart,grp-157,1696831838183,Random Query,313096,Mobile Phone,1
Social media,124.190.125.200,41695bc02ae28612748f54b05278e90f9f0ec34b652b80b856e4db50f11a69bc,925439,IncreaseQuantity,grp-157,1696831838187,Random Query,977844,Mobile Phone,6
Organic search,243.147.247.45,19b1141534dd6e026c008200dab83eae68d365ace08147d6c02f5bfc8e002eeb,367912,AddToCart,grp-111,1696831838203,Random Query,335974,Mobile Phone,1
Organic search,243.147.247.45,19b1141534dd6e026c008200dab83eae68d365ace08147d6c02f5bfc8e002eeb,367912,IncreaseQuantity,grp-111,1696831838204,Random Query,719618,Mobile Phone,6
Referral,58.122.179.1,b81054e7129dcf2f16512d0a093f00e48be39a8b147ae5816b904119b5853b25,655601,AddToCart,grp-143,1696831838212,Random Query,698547,Mobile Phone,1
Organic search,25.197.229.115,5cda81dcb55020d8584de32efb92c54d37598dcf54a9a4311d37ec29fda5d044,827614,AddToCart,grp-059,1696831838222,Random Query,439607,Mobile Phone,1
Organic search,25.197.229.115,5cda81dcb55020d8584de32efb92c54d37598dcf54a9a4311d37ec29fda5d044,827614,AddToCart,grp-059,1696831838224,Random Query,564814,Mobile Phone,1
Other,215.48.4.101,165524aed621ba24e4c0713145d20cdadcce9fa1491524c70fe2b069a64def1b,179080,AddToCart,grp-179,1696831838227,Random Query,361405,Mobile Phone,1
Social media,225.177.4.55,5335577f6e000f4fa1d4797962de6dce213b8ed11d6121e374feb30ed509fa5d,233758,IncreaseQuantity,grp-233,1696831838233,Random Query,137536,Mobile Phone,3
Social media,225.177.4.55,5335577f6e000f4fa1d4797962de6dce213b8ed11d6121e374feb30ed509fa5d,233758,IncreaseQuantity,grp-233,1696831838244,Random Query,559161,Mobile Phone,4
Social media,225.177.4.55,5335577f6e000f4fa1d4797962de6dce213b8ed11d6121e374feb30ed509fa5d,233758,AddToCart,grp-233,1696831838248,Random Query,402927,Mobile Phone,4
Referral,202.107.146.213,80eba2fe0bb4b486a2800ea0424fbbe89569ec7457c1a4f086cb45ef7ccc023e,987377,AddToCart,grp-219,1696831838254,Random Query,748874,Mobile Phone,1
Referral,202.107.146.213,80eba2fe0bb4b486a2800ea0424fbbe89569ec7457c1a4f086cb45ef7ccc023e,987377,IncreaseQuantity,grp-219,1696831838258,Random Query,921738,Mobile Phone,2
Referral,202.107.146.213,80eba2fe0bb4b486a2800ea0424fbbe89569ec7457c1a4f086cb45ef7ccc023e,987377,AddToCart,grp-219,1696831838260,Random Query,55065,Mobile Phone,2
Referral,202.107.146.213,80eba2fe0bb4b486a2800ea0424fbbe89569ec7457c1a4f086cb45ef7ccc023e,987377,AddToCart,grp-219,1696831838267,Random Query,570483,Mobile Phone,2
Social media,65.169.228.128,91a2074385b09e755add556560c0b6cb2abebfa6d0721045caf5c1c70a42404b,600009,IncreaseQuantity,grp-088,1696831838293,Random Query,755159,Mobile Phone,1
Social media,65.169.228.128,91a2074385b09e755add556560c0b6cb2abebfa6d0721045caf5c1c70a42404b,600009,IncreaseQuantity,grp-088,1696831838300,Random Query,102065,Mobile Phone,2
Referral,93.43.25.243,3429cc264461ee6a10a2bd64fd731d86c3949a61fe02fbedd5d642050699eac9,346085,AddToCart,grp-090,1696831838311,Random Query,119743,Mobile Phone,1
Referral,93.43.25.243,3429cc264461ee6a10a2bd64fd731d86c3949a61fe02fbedd5d642050699eac9,346085,AddToCart,grp-090,1696831838317,Random Query,604549,Mobile Phone,1
Referral,93.43.25.243,3429cc264461ee6a10a2bd64fd731d86c3949a61fe02fbedd5d642050699eac9,346085,AddToCart,grp-090,1696831838321,Random Query,966253,Mobile Phone,1
Referral,93.43.25.243,3429cc264461ee6a10a2bd64fd731d86c3949a61fe02fbedd5d642050699eac9,346085,AddToCart,grp-090,1696831838323,Random Query,207782,Mobile Phone,1
Direct,28.243.137.204,c652a9431ebed6830a9c54c760bd246ee7da32576f0db37570cdd7e8ac549695,190083,AddToCart,grp-190,1696831838331,Random Query,435053,Mobile Phone,1
Direct,28.243.137.204,c652a9431ebed6830a9c54c760bd246ee7da32576f0db37570cdd7e8ac549695,190083,AddToCart,grp-190,1696831838335,Random Query,819788,Mobile Phone,1
Direct,28.243.137.204,c652a9431ebed6830a9c54c760bd246ee7da32576f0db37570cdd7e8ac549695,190083,IncreaseQuantity,grp-190,1696831838336,Random Query,166539,Mobile Phone,2
Referral,245.83.76.99,843769a19a67913da9038b25469b97c51742e4770d6bb277c9e0796ebf009ce3,592481,AddToCart,grp-080,1696831838351,Random Query,320394,Mobile Phone,1
Other,4.134.40.92,dac9c8db07c017830298acd7200a2a3d760fbb5affd6a852b3af77ccea8f55d8,580226,IncreaseQuantity,grp-068,1696831838366,Random Query,869696,Mobile Phone,1
Other,4.134.40.92,dac9c8db07c017830298acd7200a2a3d760fbb5affd6a852b3af77ccea8f55d8,580226,IncreaseQuantity,grp-068,1696831838368,Random Query,928402,Mobile Phone,2
Other,4.134.40.92,dac9c8db07c017830298acd7200a2a3d760fbb5affd6a852b3af77ccea8f55d8,580226,AddToCart,grp-068,1696831838371,Random Query,597371,Mobile Phone,2
Other,46.174.64.1,1603bf09491031e66a01286419ae1b108996632fd9f2ea1b4d90ad3b13f6adb4,436347,AddToCart,grp-180,1696831838374,Random Query,221,Mobile Phone,1
Other,46.174.64.1,1603bf09491031e66a01286419ae1b108996632fd9f2ea1b4d90ad3b13f6adb4,436347,AddToCart,grp-180,1696831838378,Random Query,428428,Mobile Phone,1
Other,46.174.64.1,1603bf09491031e66a01286419ae1b108996632fd9f2ea1b4d90ad3b13f6adb4,436347,AddToCart,grp-180,1696831838381,Random Query,608973,Mobile Phone,1
Other,46.174.64.1,1603bf09491031e66a01286419ae1b108996632fd9f2ea1b4d90ad3b13f6adb4,436347,AddToCart,grp-180,1696831838386,Random Query,398943,Mobile Phone,1
Other,46.174.64.1,1603bf09491031e66a01286419ae1b108996632fd9f2ea1b4d90ad3b13f6adb4,436347,AddToCart,grp-180,1696831838387,Random Query,142595,Mobile Phone,1
Other,46.174.64.1,1603bf09491031e66a01286419ae1b108996632fd9f2ea1b4d90ad3b13f6adb4,436347,AddToCart,grp-180,1696831838391,Random Query,566789,Mobile Phone,1
Other,233.254.145.198,5a3cd429dbf4cac7ef5658f45a359c48a9b49f1067de2219136733ffd5958626,888769,IncreaseQuantity,grp-120,1696831838399,Random Query,801152,Mobile Phone,1
Other,233.254.145.198,5a3cd429dbf4cac7ef5658f45a359c48a9b49f1067de2219136733ffd5958626,888769,AddToCart,grp-120,1696831838403,Random Query,905225,Mobile Phone,1
Social media,104.168.216.219,65a7eea76ee91cdb8621d6bffb14e92b6b93ed1d3a4ddaa1e8e49edddb593b28,1951,IncreaseQuantity,grp-001,1696831838411,Random Query,815120,Mobile Phone,1
Social media,104.168.216.219,65a7eea76ee91cdb8621d6bffb14e92b6b93ed1d3a4ddaa1e8e49edddb593b28,1951,AddToCart,grp-001,1696831838415,Random Query,133315,Mobile Phone,1
Direct,2.52.110.194,af32fde2baace50f90fed3ccd774e5646730cd5937c1be49629028ceaff3437c,234792,AddToCart,grp-234,1696831838419,Random Query,204850,Mobile Phone,1
Direct,2.52.110.194,af32fde2baace50f90fed3ccd774e5646730cd5937c1be49629028ceaff3437c,234792,AddToCart,grp-234,1696831838420,Random Query,734831,Mobile Phone,1
Direct,2.52.110.194,af32fde2baace50f90fed3ccd774e5646730cd5937c1be49629028ceaff3437c,234792,AddToCart,grp-234,1696831838423,Random Query,389014,Mobile Phone,1
Direct,2.52.110.194,af32fde2baace50f90fed3ccd774e5646730cd5937c1be49629028ceaff3437c,234792,AddToCart,grp-234,1696831838424,Random Query,659365,Mobile Phone,1
Direct,2.52.110.194,af32fde2baace50f90fed3ccd774e5646730cd5937c1be49629028ceaff3437c,234792,IncreaseQuantity,grp-234,1696831838425,Random Query,682407,Mobile Phone,5
Organic search,183.173.216.59,ec4757007a61aa7c67e125d576db76ab371067b79431037bba704368024e1483,877932,IncreaseQuantity,grp-109,1696831838429,Random Query,865718,Mobile Phone,2
Direct,95.25.200.154,402cb3d4ecb75f627217fd45d0caa2e5833806f21a122c149c7dddacb1019fe0,420918,IncreaseQuantity,grp-164,1696831838433,Random Query,446636,Mobile Phone,1
Organic search,217.174.57.192,766616d97e43389d71162e8e49c6d5ddc5a9d7972abf06b05b058ec02e1a78ec,743266,IncreaseQuantity,grp-231,1696831838438,Random Query,596177,Mobile Phone,1
Organic search,217.174.57.192,766616d97e43389d71162e8e49c6d5ddc5a9d7972abf06b05b058ec02e1a78ec,743266,AddToCart,grp-231,1696831838445,Random Query,419903,Mobile Phone,1
Social media,232.58.220.143,6003634cada13f43dc4c20fe14300265acbff9347dc24fdd09d17888c0e41f23,560798,IncreaseQuantity,grp-048,1696831838454,Random Query,917586,Mobile Phone,1
Direct,251.221.185.234,53a591570b04344d2e2c3bf325c9ddbb610056d6b5b27e3ae84103ef06ee3135,552665,AddToCart,grp-040,1696831838464,Random Query,86729,Mobile Phone,1
Direct,251.221.185.234,53a591570b04344d2e2c3bf325c9ddbb610056d6b5b27e3ae84103ef06ee3135,552665,AddToCart,grp-040,1696831838468,Random Query,268491,Mobile Phone,1
Social media,101.174.74.92,314bd75558734149b5391914cbbd06a5080ff1794714863b3795af267fab1c05,64025,IncreaseQuantity,grp-064,1696831838476,Random Query,895429,Mobile Phone,2
Social media,101.174.74.92,314bd75558734149b5391914cbbd06a5080ff1794714863b3795af267fab1c05,64025,AddToCart,grp-064,1696831838481,Random Query,457631,Mobile Phone,2
Other,208.92.91.242,f35a10523331d2da64e243d38ffdd702fe0d16ceddb4e7d49ee91f351f5e8bfd,369759,AddToCart,grp-113,1696831838484,Random Query,444336,Mobile Phone,1
Other,208.92.91.242,f35a10523331d2da64e243d38ffdd702fe0d16ceddb4e7d49ee91f351f5e8bfd,369759,AddToCart,grp-113,1696831838500,Random Query,983465,Mobile Phone,1
Other,208.92.91.242,f35a10523331d2da64e243d38ffdd702fe0d16ceddb4e7d49ee91f351f5e8bfd,369759,AddToCart,grp-113,1696831838503,Random Query,370873,Mobile Phone,1
Referral,5.101.244.234,352d9a25f3dcc6b95ef64c3bff4381dcf81a8e05532d5d07d6da1d9759e09a84,380407,AddToCart,grp-124,1696831838524,Random Query,456603,Mobile Phone,1
Referral,5.101.244.234,352d9a25f3dcc6b95ef64c3bff4381dcf81a8e05532d5d07d6da1d9759e09a84,380407,AddToCart,grp-124,1696831838527,Random Query,576085,Mobile Phone,1
Referral,5.101.244.234,352d9a25f3dcc6b95ef64c3bff4381dcf81a8e05532d5d07d6da1d9759e09a84,380407,AddToCart,grp-124,1696831838529,Random Query,773605,Mobile Phone,1
Referral,5.101.244.234,352d9a25f3dcc6b95ef64c3bff4381dcf81a8e05532d5d07d6da1d9759e09a84,380407,AddToCart,grp-124,1696831838537,Random Query,536567,Mobile Phone,1
Referral,5.101.244.234,352d9a25f3dcc6b95ef64c3bff4381dcf81a8e05532d5d07d6da1d9759e09a84,380407,IncreaseQuantity,grp-124,1696831838539,Random Query,27369,Mobile Phone,2
Social media,237.51.148.245,619123afe639f6d4efa83a470fcff5b9c0282b75ad82199c5623b1efed19e985,447192,AddToCart,grp-191,1696831838545,Random Query,872585,Mobile Phone,1
Social media,237.51.148.245,619123afe639f6d4efa83a470fcff5b9c0282b75ad82199c5623b1efed19e985,447192,AddToCart,grp-191,1696831838549,Random Query,801223,Mobile Phone,1
Social media,237.51.148.245,619123afe639f6d4efa83a470fcff5b9c0282b75ad82199c5623b1efed19e985,447192,AddToCart,grp-191,1696831838550,Random Query,139764,Mobile Phone,1
Social media,237.51.148.245,619123afe639f6d4efa83a470fcff5b9c0282b75ad82199c5623b1efed19e985,447192,AddToCart,grp-191,1696831838552,Random Query,443306,Mobile Phone,1
Social media,237.51.148.245,619123afe639f6d4efa83a470fcff5b9c0282b75ad82199c5623b1efed19e985,447192,AddToCart,grp-191,1696831838553,Random Query,682256,Mobile Phone,1
Other,9.253.207.162,cd181c58ee8961f7e495f665b62b7373d762deff2cce9215f3905ba41a5cdbbf,516108,IncreaseQuantity,grp-004,1696831838576,Random Query,732842,Mobile Phone,2
Other,9.253.207.162,cd181c58ee8961f7e495f665b62b7373d762deff2cce9215f3905ba41a5cdbbf,516108,IncreaseQuantity,grp-004,1696831838578,Random Query,198738,Mobile Phone,3
Referral,108.10.11.103,1b6e54aa5161ea874c3be9f3c8e7b04ff79965ea111df04b21a1b455b7df817e,308605,IncreaseQuantity,grp-052,1696831838583,Random Query,720698,Mobile Phone,3
Referral,108.10.11.103,1b6e54aa5161ea874c3be9f3c8e7b04ff79965ea111df04b21a1b455b7df817e,308605,AddToCart,grp-052,1696831838584,Random Query,98333,Mobile Phone,3
Social media,236.127.226.169,0890d5b1a7e3865423541df389a131835ea844c1101de8bb79a568aea6e679e2,444922,AddToCart,grp-188,1696831838594,Random Query,845987,Mobile Phone,1
Social media,236.127.226.169,0890d5b1a7e3865423541df389a131835ea844c1101de8bb79a568aea6e679e2,444922,AddToCart,grp-188,1696831838599,Random Query,916200,Mobile Phone,1
Social media,236.127.226.169,0890d5b1a7e3865423541df389a131835ea844c1101de8bb79a568aea6e679e2,444922,AddToCart,grp-188,1696831838600,Random Query,862817,Mobile Phone,1
Social media,236.127.226.169,0890d5b1a7e3865423541df389a131835ea844c1101de8bb79a568aea6e679e2,444922,IncreaseQuantity,grp-188,1696831838601,Random Query,219683,Mobile Phone,3
Social media,236.127.226.169,0890d5b1a7e3865423541df389a131835ea844c1101de8bb79a568aea6e679e2,444922,IncreaseQuantity,grp-188,1696831838603,Random Query,923881,Mobile Phone,6
Social media,236.127.226.169,0890d5b1a7e3865423541df389a131835ea844c1101de8bb79a568aea6e679e2,444922,IncreaseQuantity,grp-188,1696831838605,Random Query,486565,Mobile Phone,8
Other,111.140.127.91,9bb042914eb8fb71b7888d3e2bf8efbf8e545e70d7b156cec160e4af665faec3,269376,IncreaseQuantity,grp-013,1696831838619,Random Query,267771,Mobile Phone,3
Other,111.140.127.91,9bb042914eb8fb71b7888d3e2bf8efbf8e545e70d7b156cec160e4af665faec3,269376,IncreaseQuantity,grp-013,1696831838628,Random Query,646418,Mobile Phone,4
Direct,7.226.23.130,f657af2f35def339bbd6cb5dfef254939421c88ec60efc3a8534fbc277cc6dfd,302430,AddToCart,grp-046,1696831838651,Random Query,612241,Mobile Phone,1
Direct,7.226.23.130,f657af2f35def339bbd6cb5dfef254939421c88ec60efc3a8534fbc277cc6dfd,302430,AddToCart,grp-046,1696831838658,Random Query,667597,Mobile Phone,1
Direct,7.226.23.130,f657af2f35def339bbd6cb5dfef254939421c88ec60efc3a8534fbc277cc6dfd,302430,IncreaseQuantity,grp-046,1696831838661,Random Query,410087,Mobile Phone,4
Organic search,54.16.251.155,7910ebad6ced159c719da1c8d8c57eeacd095c33bf88282478bf33fdc6038db3,606677,IncreaseQuantity,grp-094,1696831838667,Random Query,518781,Mobile Phone,2
Organic search,54.16.251.155,7910ebad6ced159c719da1c8d8c57eeacd095c33bf88282478bf33fdc6038db3,606677,AddToCart,grp-094,1696831838669,Random Query,777549,Mobile Phone,2
Organic search,54.16.251.155,7910ebad6ced159c719da1c8d8c57eeacd095c33bf88282478bf33fdc6038db3,606677,IncreaseQuantity,grp-094,1696831838674,Random Query,988950,Mobile Phone,5
Organic search,54.16.251.155,7910ebad6ced159c719da1c8d8c57eeacd095c33bf88282478bf33fdc6038db3,606677,AddToCart,grp-094,1696831838681,Random Query,336423,Mobile Phone,5
Organic search,54.16.251.155,7910ebad6ced159c719da1c8d8c57eeacd095c33bf88282478bf33fdc6038db3,606677,AddToCart,grp-094,1696831838682,Random Query,386111,Mobile Phone,5
Organic search,215.235.153.76,c8e91b9dd04c8c86db07798a5dc29c2de5a06e86f9fdfeb59c62ad37623ec07b,798833,AddToCart,grp-030,1696831838688,Random Query,870301,Mobile Phone,1
Organic search,79.40.249.63,2a524fc134f721e2ca85d35b6316f2d722adff2e7c1475766aeebe8ca3b4bdac,925171,AddToCart,grp-157,1696831838698,Random Query,930818,Mobile Phone,1
Organic search,79.40.249.63,2a524fc134f721e2ca85d35b6316f2d722adff2e7c1475766aeebe8ca3b4bdac,925171,IncreaseQuantity,grp-157,1696831838706,Random Query,203736,Mobile Phone,3
Organic search,79.40.249.63,2a524fc134f721e2ca85d35b6316f2d722adff2e7c1475766aeebe8ca3b4bdac,925171,IncreaseQuantity,grp-157,1696831838709,Random Query,533692,Mobile Phone,6
Organic search,79.40.249.63,2a524fc134f721e2ca85d35b6316f2d722adff2e7c1475766aeebe8ca3b4bdac,925171,AddToCart,grp-157,1696831838710,Random Query,326074,Mobile Phone,6
Other,65.169.228.128,49bd69b990b68782878ba79f67475b28f5d6761412ab65c79014d66e8e19f5ec,725497,AddToCart,grp-213,1696831838719,Random Query,310088,Mobile Phone,1
Other,65.169.228.128,49bd69b990b68782878ba79f67475b28f5d6761412ab65c79014d66e8e19f5ec,725497,AddToCart,grp-213,1696831838720,Random Query,442230,Mobile Phone,1
Referral,19.226.113.96,1591172ce3020ec85de92110ab713104950360707803917213707e32eed99268,729718,AddToCart,grp-217,1696831838724,Random Query,221134,Mobile Phone,1
Other,211.39.4.118,40cf6429069a10500353cbadbfe4426e44c7bc9f3656bc788fe043af7be00132,711229,AddToCart,grp-199,1696831838735,Random Query,139361,Mobile Phone,1
Referral,55.254.203.155,e1c37956495b7e3ebafdc93c463ef9f8e3eeba116aa15f2f0a328eaaefea3571,126636,AddToCart,grp-126,1696831838748,Random Query,231902,Mobile Phone,1
Referral,55.254.203.155,e1c37956495b7e3ebafdc93c463ef9f8e3eeba116aa15f2f0a328eaaefea3571,126636,AddToCart,grp-126,1696831838749,Random Query,586045,Mobile Phone,1
Referral,55.254.203.155,e1c37956495b7e3ebafdc93c463ef9f8e3eeba116aa15f2f0a328eaaefea3571,126636,AddToCart,grp-126,1696831838753,Random Query,227501,Mobile Phone,1
Referral,199.45.47.74,00e9a08b7548e336f99726449b43b453a905dfb8946fb523921bff8b337a25e1,603227,IncreaseQuantity,grp-091,1696831838763,Random Query,524301,Mobile Phone,3
Referral,199.45.47.74,00e9a08b7548e336f99726449b43b453a905dfb8946fb523921bff8b337a25e1,603227,AddToCart,grp-091,1696831838768,Random Query,257272,Mobile Phone,3
Social media,6.84.3.236,f7607592eb8ada986b11c39ae7a0b66a961b097e680ad3467c8dc0a905645d48,234020,AddToCart,grp-234,1696831838769,Random Query,603374,Mobile Phone,1
Direct,21.239.61.163,74b7289250dae8bb9fdf58f784d9c72de80f44f0ef2236d5b8618b3e211de555,907476,AddToCart,grp-139,1696831838807,Random Query,170528,Mobile Phone,1
Direct,4.70.188.58,240b6cfb5eeb73ef5a728477fa1494c5b78786a9dd17586d102321450341a852,284684,IncreaseQuantity,grp-028,1696831838817,Random Query,336724,Mobile Phone,1
Direct,4.70.188.58,240b6cfb5eeb73ef5a728477fa1494c5b78786a9dd17586d102321450341a852,284684,IncreaseQuantity,grp-028,1696831838827,Random Query,543097,Mobile Phone,5
Social media,255.245.114.116,15097faa6dc8384bc3528b8a7d7a6e12b0b2b31598195beb1cc49320c8c6f3d1,330103,AddToCart,grp-074,1696831838835,Random Query,184263,Mobile Phone,1
Social media,255.245.114.116,15097faa6dc8384bc3528b8a7d7a6e12b0b2b31598195beb1cc49320c8c6f3d1,330103,IncreaseQuantity,grp-074,1696831838841,Random Query,417174,Mobile Phone,2
Social media,255.245.114.116,15097faa6dc8384bc3528b8a7d7a6e12b0b2b31598195beb1cc49320c8c6f3d1,330103,AddToCart,grp-074,1696831838842,Random Query,355074,Mobile Phone,2
Organic search,131.32.124.127,d1b596ff6146dba7e016b7d7be592898ea7b48e9dc790ab9d6496a0bc5c8239d,49160,IncreaseQuantity,grp-049,1696831838843,Random Query,570978,Mobile Phone,1
Organic search,131.32.124.127,d1b596ff6146dba7e016b7d7be592898ea7b48e9dc790ab9d6496a0bc5c8239d,49160,AddToCart,grp-049,1696831838844,Random Query,291958,Mobile Phone,1
Organic search,131.32.124.127,d1b596ff6146dba7e016b7d7be592898ea7b48e9dc790ab9d6496a0bc5c8239d,49160,AddToCart,grp-049,1696831838845,Random Query,647039,Mobile Phone,1
Organic search,131.32.124.127,d1b596ff6146dba7e016b7d7be592898ea7b48e9dc790ab9d6496a0bc5c8239d,49160,IncreaseQuantity,grp-049,1696831838847,Random Query,636740,Mobile Phone,3
Organic search,131.32.124.127,d1b596ff6146dba7e016b7d7be592898ea7b48e9dc790ab9d6496a0bc5c8239d,49160,AddToCart,grp-049,1696831838848,Random Query,565102,Mobile Phone,3
Organic search,131.32.124.127,d1b596ff6146dba7e016b7d7be592898ea7b48e9dc790ab9d6496a0bc5c8239d,49160,AddToCart,grp-049,1696831838849,Random Query,219492,Mobile Phone,3
Direct,232.208.99.168,da021895ffc7f75c2b05cf77df500345452d652bf31e0fbb6312f463c484967f,939852,IncreaseQuantity,grp-171,1696831838854,Random Query,68627,Mobile Phone,2
Direct,232.208.99.168,da021895ffc7f75c2b05cf77df500345452d652bf31e0fbb6312f463c484967f,939852,AddToCart,grp-171,1696831838864,Random Query,935444,Mobile Phone,2
Direct,232.208.99.168,da021895ffc7f75c2b05cf77df500345452d652bf31e0fbb6312f463c484967f,939852,IncreaseQuantity,grp-171,1696831838873,Random Query,45412,Mobile Phone,4
Other,161.246.115.136,cd89c4699adaf0e0a4622f829251b2def05d037d7eee5c5a48c88d0baa28bbc8,900183,AddToCart,grp-132,1696831838877,Random Query,695620,Mobile Phone,1
Other,161.246.115.136,cd89c4699adaf0e0a4622f829251b2def05d037d7eee5c5a48c88d0baa28bbc8,900183,AddToCart,grp-132,1696831838878,Random Query,739570,Mobile Phone,1
Other,161.246.115.136,cd89c4699adaf0e0a4622f829251b2def05d037d7eee5c5a48c88d0baa28bbc8,900183,IncreaseQuantity,grp-132,1696831838883,Random Query,275812,Mobile Phone,3
Other,161.246.115.136,cd89c4699adaf0e0a4622f829251b2def05d037d7eee5c5a48c88d0baa28bbc8,900183,AddToCart,grp-132,1696831838889,Random Query,799745,Mobile Phone,3
